##ANSYS Fluent 23.1.0
##
##Generated on: 16:06:59, 19 Oct 2023
##
##Generated from case: cavity.cas
##

[Name]
fluid

[Data]
x,y,pressure,x-velocity,y-velocity
0.52999997,0.99000001,-0.0078458134,0.33788088,2.5429299e-05
0.50999999,0.99000001,-0.0081664696,0.33774978,6.3229178e-05
0.52999997,0.96999991,-0.0080015259,0.2965661,0.00026272543
0.49000001,0.99000001,-0.0083820792,0.33750173,0.00010155367
0.50999999,0.96999991,-0.008365971,0.29602471,0.00054308929
0.52999997,0.94999981,-0.0082804319,0.25665733,0.00081719673
0.47,0.99000001,-0.008504468,0.33713612,0.00014285193
0.49000001,0.96999991,-0.0086229099,0.29517108,0.00082601025
0.50999999,0.94999975,-0.0087285303,0.25568831,0.0014840226
0.52999997,0.92999959,-0.0086343428,0.21868628,0.001702917
0.44999999,0.99000001,-0.0085463589,0.33665076,0.00020044913
0.47,0.96999991,-0.008794711,0.29399601,0.0011091777
0.49000001,0.94999981,-0.009071284,0.25424722,0.0021499826
0.50999999,0.92999959,-0.009142817,0.21735342,0.0029082119
0.52999997,0.90999931,-0.00902759,0.1830329,0.0028455339
0.43000001,0.99000001,-0.0085395835,0.33603337,0.00024938496
0.44999999,0.96999985,-0.0089000389,0.29249889,0.0013915295
0.47,0.94999975,-0.0093270373,0.25233003,0.0028260597
0.49000001,0.92999959,-0.0095485169,0.2154287,0.0041104537
0.50999999,0.90999937,-0.0095861275,0.18144798,0.0046827584
0.52999997,0.88999891,-0.0094203325,0.14995365,0.0041428963
0.41,0.99000001,-0.0085031912,0.33528835,0.00029119357
0.43000001,0.96999991,-0.0089489948,0.29066801,0.0016933106
0.45000002,0.94999981,-0.0095147481,0.24992843,0.0035219993
0.47000003,0.92999959,-0.0098706111,0.21291348,0.0053247465
0.49000001,0.90999925,-0.010044284,0.17919311,0.00651005
0.50999999,0.88999879,-0.010013669,0.14824955,0.006677262
0.52999997,0.86999798,-0.0097764544,0.11957372,0.0054778657
0.39000002,0.99000001,-0.0084447358,0.33440402,0.00034072992
0.41000003,0.96999991,-0.0089601921,0.28848287,0.0020188668
0.43000001,0.94999975,-0.0096545732,0.24702814,0.0042444956
0.45000005,0.92999953,-0.010128673,0.20980264,0.006566294
0.47000003,0.90999919,-0.010420246,0.17627591,0.0083499085
0.49000004,0.88999867,-0.010507884,0.14583451,0.0091893636
0.50999999,0.86999792,-0.010392579,0.1178832,0.008737538
0.37,0.99000001,-0.0083724111,0.33336458,0.00040812211
0.39000002,0.96999991,-0.008958213,0.28592068,0.0023636427
0.41000006,0.94999981,-0.0097656082,0.2436097,0.0050046076
0.43000007,0.92999953,-0.010341276,0.20608404,0.0078531252
0.45000008,0.90999925,-0.010733929,0.17269568,0.010224038
0.47000009,0.88999861,-0.010922497,0.14272174,0.01170665
0.49000013,0.86999768,-0.010911861,0.11547159,0.011955407
0.35000002,0.99000001,-0.0083162729,0.33215508,0.00049412315
0.37,0.96999991,-0.0089653693,0.28295553,0.0027277255
0.39000005,0.94999975,-0.0098676207,0.23964459,0.0058167204
0.41000009,0.92999953,-0.010528853,0.20173793,0.0092030941
0.43000013,0.90999919,-0.011005672,0.16844621,0.012155025
0.45000017,0.88999856,-0.011277245,0.13891898,0.014256984
0.47000024,0.86999756,-0.011353419,0.11235885,0.015164902
0.49000019,0.84999603,-0.011225333,0.088094331,0.014644831
0.33000001,0.99000001,-0.0083355801,0.33076474,0.0005545048
0.35000002,0.96999991,-0.0089992797,0.27955499,0.0031277717
0.37000006,0.94999987,-0.0099828886,0.23509419,0.0066969655
0.3900001,0.92999953,-0.010713884,0.19673727,0.010635933
0.41000018,0.90999925,-0.011256468,0.16351524,0.014167767
0.43000028,0.8899985,-0.011592078,0.13442817,0.016869344
0.45000035,0.8699975,-0.011736652,0.10856161,0.018398639
0.47000042,0.84999579,-0.011682952,0.085150033,0.018533675
0.49000043,0.82999337,-0.011428571,0.063599497,0.017116131
0.31,0.99000001,-0.0084555931,0.32915029,0.00059519452
0.33000001,0.96999991,-0.0090761753,0.27566886,0.0036070941
0.35000005,0.94999987,-0.010139187,0.22990848,0.0076635391
0.37000012,0.92999971,-0.010920709,0.19104697,0.012176122
0.39000022,0.90999931,-0.01150853,0.15788382,0.016290488
0.41000032,0.88999867,-0.011887969,0.12924756,0.019573785
0.43000048,0.86999744,-0.012081196,0.10409082,0.02168861
0.45000061,0.84999573,-0.012083417,0.08155062,0.02242822
0.47000074,0.82999313,-0.011893856,0.060956527,0.021649569
0.49000087,0.80998909,-0.01150781,0.041827239,0.019263735
0.28999999,0.99000001,-0.008678386,0.32728881,0.00066062284
0.31000003,0.96999997,-0.0092274267,0.27122289,0.0041762223
0.33000004,0.94999987,-0.010369568,0.22402915,0.0087367781
0.35000014,0.92999977,-0.011175726,0.18462276,0.013855584
0.37000024,0.90999943,-0.011786329,0.15152663,0.018555678
0.39000034,0.88999891,-0.012187321,0.12337012,0.022403454
0.41000056,0.86999786,-0.012407833,0.098957054,0.025068929
0.43000081,0.84999591,-0.012446091,0.077317864,0.026363777
0.45000112,0.82999283,-0.012302523,0.057705782,0.026162803
