##ANSYS Fluent 23.1.0
##
##Generated on: 16:07:01, 19 Oct 2023
##
##Generated from case: cavity.cas
##

[Name]
fluid

[Data]
x,y,pressure,x-velocity,y-velocity
0.52999997,0.99000001,-0.0092785163,0.36421102,3.2343039e-05
0.50999999,0.99000001,-0.0095761586,0.36404723,7.541279e-05
0.52999997,0.96999991,-0.0094689727,0.3195639,0.00034123179
0.49000001,0.99000001,-0.0097504854,0.36375517,0.00011875569
0.50999999,0.96999991,-0.0098104449,0.31890553,0.0006487302
0.52999997,0.94999981,-0.0098014697,0.27642038,0.0010369845
0.47,0.99000001,-0.0098191807,0.36333433,0.00017011218
0.49000001,0.96999991,-0.010031371,0.31790558,0.00095803954
0.50999999,0.94999975,-0.01023634,0.27525142,0.0017634055
0.52999997,0.92999959,-0.010221028,0.2353968,0.0021306644
0.44999999,0.99000001,-0.0098086083,0.362775,0.00021834267
0.47,0.96999991,-0.010154849,0.31655732,0.0012657845
0.49000001,0.94999981,-0.010549632,0.27357078,0.0024890369
0.50999999,0.92999959,-0.010719995,0.23379923,0.0034426502
0.52999997,0.90999931,-0.010685817,0.19692829,0.0035322683
0.43000001,0.99000001,-0.0097427005,0.36208346,0.0002583802
0.44999999,0.96999985,-0.010195034,0.3148579,0.0015855018
0.47,0.94999975,-0.010764855,0.27137235,0.0032254609
0.49000001,0.92999959,-0.011100315,0.23156296,0.0047498732
0.50999999,0.90999937,-0.011236861,0.19503711,0.005526565
0.52999997,0.88999891,-0.011147077,0.16129962,0.0051182606
0.41,0.99000001,-0.0096338391,0.36124778,0.00030591185
0.43000001,0.96999991,-0.010171839,0.31279185,0.0019250144
0.45000002,0.94999981,-0.010902968,0.26864955,0.0039793132
0.47000003,0.92999959,-0.011385065,0.22868864,0.0060688453
0.49000001,0.90999925,-0.011672077,0.19242562,0.0075078574
0.50999999,0.88999879,-0.011733045,0.15927248,0.00786273
0.52999997,0.86999798,-0.011564463,0.12863885,0.0067474744
0.39000002,0.99000001,-0.0094996598,0.36025941,0.00036037958
0.41000003,0.96999991,-0.010110922,0.31034127,0.0022804101
0.43000001,0.94999975,-0.010985827,0.26538852,0.0047607487
0.45000005,0.92999953,-0.011595281,0.22517273,0.0074161976
0.47000003,0.90999919,-0.012013635,0.18910158,0.0094993943
0.49000004,0.88999867,-0.012205684,0.1564827,0.010578582
0.50999999,0.86999792,-0.012173173,0.12663072,0.01026894
0.37,0.99000001,-0.0093588317,0.35910675,0.00042437974
0.39000002,0.96999991,-0.010035193,0.3074846,0.0026551432
0.41000006,0.94999981,-0.011034824,0.26156858,0.0055830465
0.43000007,0.92999953,-0.011753307,0.22100268,0.0088094631
0.45000008,0.90999925,-0.012283998,0.18506697,0.01152368
0.47000009,0.88999861,-0.01258719,0.15294701,0.01329567
0.49000013,0.86999768,-0.012671116,0.12385198,0.013739758
0.35000002,0.99000001,-0.0092234537,0.35776627,0.00051242189
0.37,0.96999991,-0.0099699218,0.30419156,0.0030537711
0.39000005,0.94999975,-0.011072461,0.25715989,0.0064599519
0.41000009,0.92999953,-0.011882828,0.21615943,0.010266761
0.43000013,0.90999919,-0.012505984,0.18031673,0.013604949
0.45000017,0.88999856,-0.012899919,0.14867485,0.016043151
0.47000024,0.86999756,-0.013080264,0.12032672,0.017194895
0.49000019,0.84999603,-0.013032755,0.094501644,0.016805194
0.33000001,0.99000001,-0.0091361413,0.35622311,0.00062234403
0.35000002,0.96999991,-0.0099402638,0.30042493,0.0034796093
0.37000006,0.94999987,-0.011123428,0.25212345,0.0074083782
0.3900001,0.92999953,-0.012008581,0.21061581,0.011809631
0.41000018,0.90999925,-0.012703061,0.17483948,0.015769681
0.43000028,0.8899985,-0.013166643,0.14367074,0.018851032
0.45000035,0.8699975,-0.01342257,0.11607352,0.020668045
0.47000042,0.84999579,-0.013458132,0.091176137,0.020981599
0.49000043,0.82999337,-0.013268543,0.068295561,0.019615272
0.31,0.99000001,-0.0091781067,0.35446045,0.00068831258
0.33000001,0.96999991,-0.0099658007,0.29614073,0.0039594402
0.35000005,0.94999987,-0.011216246,0.24640737,0.0084491894
0.37000012,0.92999971,-0.012157341,0.20433545,0.013464069
0.39000022,0.90999931,-0.012900267,0.16861685,0.018047685
0.41000032,0.88999867,-0.013411157,0.13793471,0.021750942
0.43000048,0.86999744,-0.013720524,0.11110786,0.024193622
0.45000061,0.84999573,-0.013818397,0.087157279,0.025154738
0.47000074,0.82999313,-0.013701698,0.065318495,0.024474045
0.49000087,0.80998909,-0.013362891,0.045037087,0.022051686
0.28999999,0.99000001,-0.0093679475,0.35241097,0.00073555473
0.31000003,0.96999997,-0.010067048,0.29126772,0.0045548151
0.33000004,0.94999987,-0.011386833,0.23994575,0.0096062589
0.35000014,0.92999977,-0.012359061,0.19727218,0.015262522
0.37000024,0.90999943,-0.013124775,0.16162367,0.020473382
0.39000034,0.88999891,-0.013658505,0.13146161,0.024778085
0.41000056,0.86999786,-0.013997601,0.10544226,0.027807426
0.43000081,0.84999591,-0.014135238,0.08247108,0.029361716
0.45000112,0.82999283,-0.014070475,0.061700296,0.02929944
0.4700014,0.80998868,-0.013797494,0.042513665,0.027538167
0.4900018,0.7899828,-0.013309158,0.024502082,0.024034042
0.27000001,0.99000001,-0.0097039938,0.3500517,0.00082649133
0.29000002,0.97000003,-0.01028793,0.28570405,0.0052682352
0.31000003,0.94999993,-0.011677545,0.23266274,0.010907348
0.33000007,0.92999989,-0.012646682,0.1893695,0.017247492
0.3500002,0.90999973,-0.013406959,0.15382797,0.023087507
0.37000033,0.88999927,-0.01393569,0.12424269,0.02797194
0.39000058,0.86999834,-0.014277939,0.099086404,0.031547811
0.41000092,0.84999651,-0.014430757,0.077141792,0.033639088
0.43000135,0.82999331,-0.014395638,0.057475857,0.034129042
0.45000187,0.80998868,-0.014168363,0.039413419,0.032954186
0.47000256,0.78998196,-0.013740934,0.022496879,0.030083468
0.49000365,0.76997411,-0.013108004,0.0064619696,0.025518516
0.25,0.99000001,-0.010249742,0.34731427,0.00095613458
0.27000001,0.97000003,-0.010689318,0.27934766,0.0060848324
0.29000002,0.94999993,-0.012127979,0.22446427,0.01239501
0.31000006,0.92999995,-0.013056708,0.18055803,0.019472057
0.33000013,0.90999985,-0.013781263,0.14519125,0.025938494
0.35000029,0.88999963,-0.014272363,0.11626667,0.031377666
0.37000054,0.86999893,-0.014587449,0.092049763,0.035455354
0.39000088,0.84999746,-0.014727784,0.071192704,0.038024407
0.4100014,0.82999456,-0.014698793,0.052679591,0.038999788
0.43000209,0.80998981,-0.014495077,0.035777442,0.038336907
0.45000309,0.78998268,-0.01410923,0.019986225,0.036020879
0.47000477,0.76997262,-0.013534352,0.0050039277,0.03206009
0.49000713,0.74996221,-0.012766438,-0.0093023516,0.026491921
0.23000002,0.99000001,-0.011094416,0.34410167,0.0011200936
0.25,0.97000003,-0.011335321,0.27206388,0.0070509496
0.27000004,0.94999999,-0.012786391,0.2152238,0.014129692
0.29000005,0.92999995,-0.013635832,0.17075339,0.021993831
0.31000012,0.90999991,-0.014287284,0.13567017,0.029083643
0.33000019,0.88999987,-0.014700754,0.10752085,0.035048239
0.35000041,0.86999953,-0.014954286,0.084342904,0.039574876
0.37000072,0.84999859,-0.015051448,0.064651005,0.042558573
0.39000124,0.82999647,-0.015002313,0.047348078,0.043947943
0.41000193,0.80999219,-0.014797224,0.031648036,0.043721322
0.43000317,0.78998518,-0.014432316,0.017014425,0.041881561
0.45000517,0.76997405,-0.013897295,0.003114786,0.038446199
0.4700087,0.7499603,-0.013185875,-0.010213351,0.033451036
0.49001285,0.72994864,-0.012296709,-0.022991113,0.026966279
0.20999999,0.99000001,-0.012347502,0.3402884,0.0013300598
0.23,0.97000003,-0.012300787,0.26366508,0.0082366867
0.25,0.94999999,-0.013722265,0.20478173,0.016189072
0.27000004,0.93000001,-0.014442029,0.1598551,0.024887055
0.29000008,0.90999997,-0.01497007,0.12521695,0.032593809
0.31000015,0.88999993,-0.015257556,0.097994536,0.039043006
0.33000028,0.86999989,-0.015408743,0.075977631,0.043955043
0.35000053,0.84999955,-0.015427614,0.057546526,0.047283247
0.3700009,0.82999837,-0.015326852,0.041521102,0.049009286
0.39000148,0.80999529,-0.015094697,0.02707058,0.049140647
0.41000253,0.78998929,-0.014728395,0.013628512,0.047697295
0.43000472,0.76997894,-0.014213652,0.00084020867,0.044708934
