##ANSYS Fluent 23.1.0
##
##Generated on: 16:07:18, 19 Oct 2023
##
##Generated from case: cavity.cas
##

[Name]
fluid

[Data]
x,y,pressure,x-velocity,y-velocity
0.52999997,0.99000001,-0.032549139,0.6566903,0.00021397794
0.50999999,0.99000001,-0.031825349,0.65589309,0.00030860424
0.52999997,0.96999991,-0.033248793,0.57218909,0.0018723336
0.49000001,0.99000001,-0.030780662,0.65482169,0.00039929664
0.50999999,0.96999991,-0.032592054,0.56946635,0.0025075551
0.52999997,0.94999981,-0.03454984,0.49048305,0.0050168051
0.47,0.99000001,-0.029481931,0.65347987,0.00048877171
0.49000001,0.96999991,-0.031612255,0.56605172,0.0031354316
0.50999999,0.94999975,-0.034045368,0.48598754,0.0064780912
0.52999997,0.92999959,-0.036023352,0.41388315,0.0096730758
0.44999999,0.99000001,-0.027994124,0.6518684,0.00057812047
0.47,0.96999991,-0.030378688,0.56195939,0.0037587613
0.49000001,0.94999981,-0.033220731,0.48051581,0.0079063773
0.50999999,0.92999959,-0.035599668,0.40805003,0.012220593
0.52999997,0.90999931,-0.03760865,0.34375599,0.015287705
0.43000001,0.99000001,-0.026380137,0.64998519,0.00066851749
0.44999999,0.96999985,-0.028959032,0.55719125,0.0043835272
0.47,0.94999975,-0.032146629,0.47408783,0.0093182502
0.49000001,0.92999959,-0.034860905,0.40106776,0.014707427
0.50999999,0.90999937,-0.037234709,0.33713001,0.019043073
0.52999997,0.88999891,-0.039139558,0.280682,0.021412643
0.41,0.99000001,-0.024700876,0.64782345,0.00076108682
0.43000001,0.96999991,-0.027417153,0.55174118,0.005018726
0.45000002,0.94999981,-0.030892372,0.46671072,0.010731572
0.47000003,0.92999959,-0.033879485,0.3929663,0.017159713
0.49000001,0.90999925,-0.036554299,0.32927209,0.022694288
0.50999999,0.88999879,-0.038779896,0.27380461,0.02643746
0.52999997,0.86999798,-0.040522452,0.22458717,0.027542856
0.39000002,0.99000001,-0.023016151,0.64537162,0.00085677608
0.41000003,0.96999991,-0.02581525,0.54559273,0.0056758565
0.43000001,0.94999975,-0.029524703,0.45838046,0.012165383
0.45000005,0.92999953,-0.032725908,0.3837648,0.019606037
0.47000003,0.90999919,-0.035640813,0.32022697,0.026279021
0.49000004,0.88999867,-0.038124859,0.26568162,0.031300586
0.50999999,0.86999792,-0.040160634,0.21793304,0.033832587
0.37,0.99000001,-0.021384826,0.6426115,0.00095679838
0.39000002,0.96999991,-0.024213087,0.53871673,0.0063703693
0.41000006,0.94999981,-0.028109672,0.44908062,0.013640963
0.43000007,0.92999953,-0.03146838,0.37347016,0.022077836
0.45000008,0.90999925,-0.034565132,0.31002903,0.029836865
